end,start,days,portfolio_return,factor_return,specific_return,fixed_weight_return,buy_and_hold_return,benchmark_return,ex_ante_factor_variance,ex_ante_specific_variance,ex_ante_total_variance,contrib_equity,contrib_rates_level,contrib_rates_slope,contrib_credit,contrib_commodity,contrib_dollar,impact,fees,shortfall,predicted,realised,residual
2013-11-29,2013-10-31,19,0.02097904284,0.01872898998,0.002250052862,0.02099470053,0.02099348203,-0.004973396415,0.0004525553205,5.488289665e-05,0.0005074382171,0.01945773904,-0.0005856561891,-0.0007625199846,1.147229271e-05,-2.791801087e-05,0.0006358728286,1.534548755e-06,0,1.534548755e-06,1.534548755e-06,1.534548755e-06,5.082197684e-21
2013-12-31,2013-11-29,20,0.01371064526,0.016071269,-0.002360623742,0.01359631488,0.0135862187,-0.007371153997,0.0004809745948,2.646362801e-05,0.0005074382228,0.02266186546,-0.006595175037,0.0002453042995,-0.0002290828562,8.229056045e-06,-1.98719243e-05,0.0003313210059,0,0.0003313210059,0.0003313210059,0.0003313210059,0
2014-01-31,2013-12-31,21,-0.01556346552,-0.01767580193,0.002112336409,-0.01554613817,-0.01576762893,0.003612501687,0.0004840479576,2.339025743e-05,0.000507438215,-0.02344421565,0.00509287272,0.0004415257341,8.738981117e-05,7.251893616e-07,0.0001459002691,7.19923523e-05,0,7.19923523e-05,7.19923523e-05,7.19923523e-05,1.355252716e-20
2014-02-28,2014-01-31,17,0.02425048381,0.02733562741,-0.003085143599,0.02430227825,0.02426091124,0.01988267368,0.0004913522562,1.608595992e-05,0.0005074382161,0.0279018125,-0.0008234976979,1.724488644e-05,1.589953103e-05,0.0001959591869,2.820900286e-05,9.495860454e-05,0,9.495860454e-05,9.495860454e-05,9.495860454e-05,-2.710505431e-20
2014-03-31,2014-02-28,19,-0.002884961219,-0.001622444515,-0.001262516705,-0.002596560671,-0.003124332436,-0.001294047001,0.0004568607787,5.057745425e-05,0.0005074382329,0.001613870345,-0.004362181004,0.001405654827,-8.114650571e-05,-6.823303896e-05,-0.0001304091387,0.0002332880488,0,0.0002332880488,0.0002332880488,0.0002332880488,2.710505431e-20
2014-04-30,2014-03-31,21,-0.008294306735,0.002676771737,-0.01097107847,-0.008177622282,-0.008636201557,0.007632965255,0.0004616190864,4.581914261e-05,0.0005074382291,-0.001071650677,0.002800528978,0.0012952472,-0.0001120285933,2.918301676e-05,-0.0002645081869,3.634299619e-05,0,3.634299619e-05,3.634299619e-05,3.634299619e-05,0
2014-05-30,2014-04-30,21,0.02663787394,0.02307384368,0.003564030261,0.02700249852,0.02683678341,0.01245578087,0.0004962814264,1.115677243e-05,0.0005074381988,0.01538263687,0.006532219001,0.0009685526152,0.0003388768771,-0.0001954110607,4.696937915e-05,0.0003200739061,0,0.0003200739061,0.0003200739061,0.0003200739061,-5.421010862e-20
2014-06-30,2014-05-30,21,0.01736454349,0.0198942116,-0.002529668113,0.01752496951,0.01742190279,0.01491036715,0.0004959814811,1.145675339e-05,0.0005074382345,0.02001936425,-0.002432678345,0.002136007325,-0.0002325469385,0.000177064292,0.0002270010151,4.140125572e-06,0,4.140125572e-06,4.140125572e-06,4.140125572e-06,-3.388131789e-21
2014-07-31,2014-06-30,22,-0.00942315296,-0.01658097466,0.007157821698,-0.009140944712,-0.009672299503,-0.01463880502,0.0004959974948,1.144071404e-05,0.0005074382088,-0.01612977938,-0.002499779258,0.003791134802,-0.00129683705,-0.0002711897967,-0.0001745239726,1.222061373e-05,0,1.222061373e-05,1.222061373e-05,1.222061373e-05,-3.388131789e-21
2014-08-29,2014-07-31,21,0.04337133399,0.04309952095,0.0002718130363,0.0434847982,0.04411480286,0.0211600176,0.0004949716449,1.246658717e-05,0.0005074382321,0.03385111419,0.005107586737,0.00359856068,0.0006313601222,-4.160977942e-05,-4.749100455e-05,1.139773883e-06,0,1.139773883e-06,1.139773883e-06,1.139773883e-06,-1.058791184e-21
