variant,date,n_variables,observations,n_over_t,noise_variance,lambda_plus,lambda_minus,band_half_width,survivors,largest_eigenvalue,diagonal_deviation,fit_sum_squared_error,fit_converged,component_alignment,survivors_after_rescale
denoised,2008-04-15,13,252,0.05158730159,0.9999941929,1.50583532,0.5973270703,0.2271283813,3,6.506666784,0.4989873883,990.7996946,1,1,3
denoised,2008-04-16,13,253,0.05138339921,0.999994214,1.504732826,0.598021806,0.2266790665,3,6.556331491,0.4961875528,996.7748313,1,0.9999337513,3
denoised,2008-04-17,13,254,0.05118110236,0.9999941847,1.503637174,0.598712805,0.2262324079,3,6.540258754,0.4943851373,997.7488463,1,0.9999480596,3
denoised,2008-04-18,13,255,0.05098039216,0.9999941706,1.502548391,0.5994001397,0.2257883791,3,6.535051708,0.4885171479,1003.863123,1,0.9998333265,3
denoised,2008-04-21,13,256,0.05078125,0.9999941704,1.501466406,0.6000838423,0.2253469547,3,6.530672356,0.4881482003,1008.042916,1,0.9999991622,3
denoised,2008-04-22,13,257,0.05058365759,0.999994173,1.500391133,0.6007639385,0.2249081092,3,6.525064558,0.4895250852,1012.053267,1,0.9999949944,3
denoised,2008-04-23,13,258,0.0503875969,0.9999941758,1.4993225,0.6014404588,0.2244718176,3,6.52181308,0.4873310182,1017.951611,1,0.9999621515,3
denoised,2008-04-24,13,259,0.05019305019,0.9999941903,1.498260456,0.6021134416,0.2240380552,3,6.500954435,0.4872798305,1026.137037,1,0.999120557,3
denoised,2008-04-25,13,260,0.05,0.9999941926,1.497204901,0.6027829039,0.2236067977,3,6.508031695,0.4870592855,1029.589016,1,0.9999956169,3
denoised,2008-04-28,13,261,0.04980842912,0.999994202,1.496155797,0.603448888,0.2231780211,3,6.500648459,0.4862589462,1035.629104,1,0.9999807292,3
denoised,2008-04-29,13,262,0.04961832061,0.9999942229,1.495113087,0.6041114272,0.2227517017,3,6.502493188,0.4875846747,1041.770658,1,0.9999152777,3
denoised,2008-04-30,13,263,0.04942965779,0.9999942245,1.494076661,0.6047705328,0.2223278161,3,6.49577663,0.4871941578,1046.549855,1,0.9999898359,3
denoised,2008-05-01,13,264,0.04924242424,0.9999942438,1.493046512,0.605426257,0.2219063411,3,6.478805488,0.4594179456,1069.01519,1,0.9975492533,3
denoised,2008-05-02,13,265,0.04905660377,0.9999942287,1.492022501,0.6060785975,0.2214872542,3,6.476557107,0.4548520286,1079.217761,1,0.9993696585,3
denoised,2008-05-05,13,266,0.04887218045,0.9999942439,1.491004664,0.6067276226,0.2210705328,3,6.474590386,0.4549198407,1085.959289,1,0.999984634,3
denoised,2008-05-06,13,267,0.04868913858,0.9999942664,1.489992905,0.6073733469,0.2206561546,3,6.474485276,0.4539772935,1090.561277,1,0.9999704555,3
denoised,2008-05-07,13,268,0.04850746269,0.9999942763,1.488987136,0.6080157867,0.220244098,3,6.48049146,0.4551784372,1094.63554,1,0.9999924298,3
denoised,2008-05-08,13,269,0.04832713755,0.9999943004,1.487987339,0.6086549861,0.2198343411,3,6.469523211,0.4548601661,1101.640572,1,0.9996892442,3
denoised,2008-05-09,13,270,0.04814814815,0.9999942977,1.486993395,0.609290948,0.2194268629,3,6.467260195,0.4558298512,1104.947001,1,0.9999965538,3
denoised,2008-05-12,13,271,0.0479704797,0.9999943214,1.486005325,0.609923732,0.2190216421,3,6.463267675,0.4610994846,1109.988282,1,0.9999377116,3
denoised,2008-05-13,13,272,0.04779411765,0.9999943376,1.485023025,0.6105533443,0.218618658,3,6.455876908,0.4616152073,1116.44942,1,0.9999096013,3
denoised,2008-05-14,13,273,0.04761904762,0.9999943429,1.484046433,0.6111798096,0.2182178902,3,6.450032284,0.4611535318,1121.089233,1,0.9999824938,3
denoised,2008-05-15,13,274,0.04744525547,0.9999943607,1.483075529,0.6118031685,0.2178193184,3,6.421601183,0.4605989689,1125.740938,1,0.9998165231,3
denoised,2008-05-16,13,275,0.04727272727,0.9999943707,1.482110229,0.6124234345,0.2174229226,3,6.424069393,0.4612622201,1130.916478,1,0.9999944336,3
denoised,2008-05-19,13,276,0.04710144928,0.9999943667,1.481150472,0.6130406297,0.2170286831,3,6.422510757,0.4614148591,1135.55123,1,0.9999994525,3
denoised,2008-05-20,13,277,0.04693140794,0.9999943726,1.480196239,0.613654794,0.2166365803,3,6.423251026,0.4613454962,1141.744856,1,0.9999894521,3
denoised,2008-05-21,13,278,0.04676258993,0.9999943868,1.479247477,0.6142659516,0.2162465952,3,6.404818956,0.4645961023,1148.493182,1,0.9994771101,3
denoised,2008-05-22,13,279,0.04659498208,0.9999944546,1.478304201,0.6148741551,0.2158587086,3,6.405061209,0.4660121465,1156.680601,1,0.999779321,3
denoised,2008-05-23,13,280,0.04642857143,0.9999944594,1.47736619,0.6154793576,0.2154729018,3,6.419927695,0.4648189876,1162.794611,1,0.9999903116,3
denoised,2008-05-27,13,281,0.0462633452,0.9999945201,1.476433567,0.6160816564,0.2150891564,3,6.41446834,0.4704644996,1168.279974,1,0.9996594624,3
denoised,2008-05-28,13,282,0.04609929078,0.9999945474,1.475506153,0.6166810204,0.2147074539,3,6.420912507,0.4726608506,1174.418256,1,0.999987139,3
denoised,2008-05-29,13,283,0.04593639576,0.9999946131,1.474584005,0.6172775176,0.2143277765,3,6.416536052,0.4762139441,1180.74914,1,0.9997798208,3
denoised,2008-05-30,13,284,0.04577464789,0.9999946147,1.473666924,0.6178711083,0.2139501061,3,6.412822238,0.4761577667,1185.281377,1,0.9999949396,3
denoised,2008-06-02,13,285,0.04561403509,0.9999945883,1.472754915,0.6184618378,0.2135744252,3,6.418907462,0.4730447399,1190.932227,1,0.9999659643,3
denoised,2008-06-03,13,286,0.04545454545,0.9999946156,1.471848053,0.6190497795,0.2132007164,3,6.421332232,0.4728919507,1197.766605,1,0.9999232408,3
denoised,2008-06-04,13,287,0.04529616725,0.9999946178,1.470946175,0.6196349074,0.2128289624,3,6.414163609,0.4724859093,1202.387584,1,0.9999627065,3
denoised,2008-06-05,13,288,0.04513888889,0.9999945415,1.470049157,0.6202172106,0.2124591464,3,6.432395435,0.467820007,1202.815151,1,0.9999652955,3
denoised,2008-06-06,13,289,0.04498269896,0.9999945985,1.469157266,0.6207968427,0.2120912515,3,6.461081866,0.4727903243,1212.497058,1,0.9997059887,3
denoised,2008-06-09,13,290,0.04482758621,0.9999945887,1.468270163,0.6213737014,0.2117252611,3,6.436411184,0.472183705,1213.761938,1,0.9999512634,3
denoised,2008-06-10,13,291,0.04467353952,0.9999946592,1.46738802,0.6219478999,0.211361159,3,6.405698088,0.4731282831,1218.524699,1,0.9998313352,3
denoised,2008-06-11,13,292,0.04452054795,0.9999947145,1.466510654,0.6225194001,0.2109989288,3,6.399352851,0.4789662148,1226.004922,1,0.9997723743,3
denoised,2008-06-12,13,293,0.04436860068,0.9999947311,1.465637988,0.6230882085,0.2106385546,3,6.392014646,0.479615421,1230.078254,1,0.9999601543,3
denoised,2008-06-13,13,294,0.04421768707,0.9999947004,1.464769966,0.6236543407,0.2102800206,3,6.397038072,0.4782826949,1235.140948,1,0.9999952536,3
denoised,2008-06-16,13,295,0.04406779661,0.9999946898,1.463906645,0.6242178594,0.2099233113,3,6.393549451,0.4840023608,1238.115327,1,0.9999584087,3
denoised,2008-06-17,13,296,0.04391891892,0.9999946855,1.463047966,0.6247787763,0.2095684111,3,6.389950893,0.4840161056,1242.06272,1,0.9999982784,3
denoised,2008-06-18,13,297,0.04377104377,0.999994728,1.462193945,0.6253371374,0.2092153048,3,6.392196789,0.4861152301,1246.676642,1,0.9999795317,3
denoised,2008-06-19,13,298,0.04362416107,0.9999947349,1.461344422,0.6258929108,0.2088639774,3,6.386399571,0.4880144534,1248.442416,1,0.999967277,3
denoised,2008-06-20,13,299,0.04347826087,0.9999947265,1.460499387,0.6264461292,0.2085144141,3,6.39717525,0.486267123,1254.271308,1,0.9999926172,3
denoised,2008-06-23,13,300,0.04333333333,0.9999946578,1.459658735,0.6269967839,0.2081665999,3,6.391639165,0.4858212595,1256.264206,1,0.9999913359,3
denoised,2008-06-24,13,301,0.04318936877,0.9999946451,1.458822598,0.6275449672,0.2078205206,3,6.390679412,0.4848287839,1260.344086,1,0.9999928914,3
denoised,2008-06-25,13,302,0.04304635762,0.9999946442,1.457990872,0.6280906706,0.2074761616,3,6.3879081,0.4837617623,1265.883801,1,0.9999915872,3
denoised,2008-06-26,13,303,0.04290429043,0.9999946745,1.457163548,0.6286339252,0.2071335087,3,6.398086123,0.479704346,1280.156727,1,0.9996261906,3
denoised,2008-06-27,13,304,0.04276315789,0.9999946859,1.456340515,0.6291747185,0.206792548,3,6.392835022,0.4798167832,1284.525393,1,0.9999897429,3
denoised,2008-06-30,13,305,0.04262295082,0.9999946635,1.455521714,0.6297130594,0.2064532655,3,6.387033584,0.4798084756,1287.607776,1,0.9999835176,3
denoised,2008-07-01,13,306,0.04248366013,0.9999946469,1.454707168,0.6302489914,0.2061156475,3,6.380455512,0.4783887462,1291.047442,1,0.9999668968,3
denoised,2008-07-02,13,307,0.04234527687,0.9999946484,1.453896857,0.6307825403,0.2057796804,3,6.379629852,0.4813101538,1295.526748,1,0.9999415351,3
denoised,2008-07-03,13,308,0.04220779221,0.9999946453,1.453090713,0.6313137099,0.2054453509,3,6.37784628,0.4811074414,1299.902234,1,0.9999980731,3
denoised,2008-07-07,13,309,0.04207119741,0.9999946579,1.45228873,0.6318425307,0.2051126457,3,6.379080426,0.4804181733,1305.033989,1,0.9999858145,3
denoised,2008-07-08,13,310,0.04193548387,0.9999947125,1.451490912,0.632369037,0.2047815516,3,6.356128374,0.4916688821,1310.381756,1,0.9991806247,3
denoised,2008-07-09,13,311,0.04180064309,0.9999947034,1.450697071,0.6328931795,0.2044520557,3,6.361773304,0.4903138007,1315.546127,1,0.999997359,3
denoised,2008-07-10,13,312,0.04166666667,0.9999947099,1.449907287,0.6334150253,0.2041241452,3,6.360842837,0.4898990119,1320.717639,1,0.9999227616,3
denoised,2008-07-11,13,313,0.04153354633,0.9999948146,1.449121647,0.6339346442,0.2037978075,3,6.338807138,0.4925370522,1330.304528,1,0.9992191379,3
denoised,2008-07-14,13,314,0.04140127389,0.9999948242,1.448339837,0.6344519303,0.2034730299,3,6.341318467,0.4919051599,1335.493786,1,0.9999941514,3
denoised,2008-07-15,13,315,0.04126984127,0.9999948624,1.447562004,0.6349669789,0.2031498001,3,6.344683372,0.4922894949,1335.663935,1,0.9998921637,3
denoised,2008-07-16,13,316,0.04113924051,0.9999948772,1.44678804,0.6354797734,0.2028281058,3,6.368536673,0.4925008386,1341.601884,1,0.9998945381,3
denoised,2008-07-17,13,317,0.04100946372,0.9999948524,1.44601789,0.63599032,0.202507935,3,6.373234634,0.4909062837,1346.673711,1,0.9999408645,3
denoised,2008-07-18,13,318,0.04088050314,0.9999947929,1.445251529,0.6364986377,0.2021892755,3,6.374119398,0.4901612308,1352.218762,1,0.9999208846,3
denoised,2008-07-21,13,319,0.0407523511,0.9999947997,1.444489071,0.6370048071,0.2018721157,3,6.371927689,0.4898783605,1356.72544,1,0.999992595,3
denoised,2008-07-22,13,320,0.040625,0.9999947781,1.443730348,0.6375087836,0.2015564437,3,6.3650069,0.4874377778,1363.659144,1,0.9998705069,3
denoised,2008-07-23,13,321,0.04049844237,0.9999948454,1.4429755,0.6380106577,0.201242248,3,6.36443955,0.4905000845,1368.717384,1,0.9998896947,3
denoised,2008-07-24,13,322,0.04037267081,0.9999949092,1.442224363,0.6385103862,0.200929517,3,6.390086318,0.494374369,1373.512024,1,0.9999704988,3
denoised,2008-07-25,13,323,0.04024767802,0.9999948566,1.441476743,0.6390079124,0.2006182395,3,6.387535799,0.4936045099,1377.119224,1,0.9999907699,3
denoised,2008-07-28,13,324,0.04012345679,0.9999948814,1.440732891,0.6395033751,0.2003084042,3,6.404710254,0.4931401061,1383.075828,1,0.9999903758,3
denoised,2008-07-29,13,325,0.04,0.9999949239,1.43999269,0.6399967513,0.2,3,6.406458509,0.4967840206,1388.148637,1,0.9999027045,3
denoised,2008-07-30,13,326,0.03987730061,0.9999948161,1.439255871,0.6404879485,0.1996930159,3,6.39324972,0.4944766418,1390.389379,1,0.9999713776,3
denoised,2008-07-31,13,327,0.03975535168,0.9999948323,1.4385228,0.640977157,0.1993874411,3,6.401461701,0.4948362519,1395.591634,1,0.9999975476,3
denoised,2008-08-01,13,328,0.03963414634,0.9999948296,1.437793242,0.6414643,0.1990832648,3,6.398917348,0.494490978,1399.200848,1,0.9999875503,3
denoised,2008-08-04,13,329,0.03951367781,0.9999948496,1.437067229,0.6419494187,0.1987804764,3,6.393644401,0.4941781658,1403.458747,1,0.9997966051,3
denoised,2008-08-05,13,330,0.03939393939,0.999994845,1.436344666,0.6424324969,0.1984790654,3,6.402420655,0.4897897941,1410.357331,1,0.999935253,3
denoised,2008-08-06,13,331,0.03927492447,0.9999948014,1.435625504,0.6429135397,0.1981790213,3,6.399206053,0.4910587764,1412.936875,1,0.9999981752,3
denoised,2008-08-07,13,332,0.03915662651,0.9999948572,1.434909915,0.6433926501,0.1978803338,3,6.42682175,0.4911879336,1419.50375,1,0.9999871264,3
denoised,2008-08-08,13,333,0.03903903904,0.9999948902,1.434197696,0.6438697634,0.1975829928,3,6.423273355,0.4918729186,1426.874605,1,0.9999348941,3
denoised,2008-08-11,13,334,0.03892215569,0.9999948489,1.433488748,0.6443448603,0.1972869881,3,6.422068987,0.4928825456,1430.042198,1,0.9999259432,3
denoised,2008-08-12,13,335,0.03880597015,0.9999948969,1.432783278,0.6448180598,0.1969923099,3,6.427953948,0.4927706939,1436.500447,1,0.9999742308,3
denoised,2008-08-13,13,336,0.03869047619,0.9999949273,1.432081108,0.6452893066,0.1966989481,3,6.422075419,0.4955679712,1441.930102,1,0.9997772513,3
denoised,2008-08-14,13,337,0.03857566766,0.9999949184,1.43138218,0.6457586,0.1964068931,3,6.414475942,0.4970156884,1447.460185,1,0.9996726237,3
denoised,2008-08-15,13,338,0.03846153846,0.9999949375,1.430686566,0.6462259966,0.1961161351,3,6.41367339,0.4963484979,1453.280711,1,0.9999797194,3
denoised,2008-08-18,13,339,0.0383480826,0.9999949294,1.429994161,0.6466914741,0.1958266647,3,6.413759151,0.4958785313,1458.301039,1,0.9999839198,3
denoised,2008-08-19,13,340,0.03823529412,0.9999949544,1.429305027,0.6471550844,0.1955384722,3,6.407670386,0.5002065686,1463.280369,1,0.9998186031,3
denoised,2008-08-20,13,341,0.03812316716,0.9999949264,1.428619016,0.6476167846,0.1952515484,3,6.398333082,0.5002016746,1467.333732,1,0.999992617,3
denoised,2008-08-21,13,342,0.03801169591,0.9999949964,1.427936319,0.6480766852,0.194965884,3,6.394674322,0.5010454006,1474.653469,1,0.9996910191,3
denoised,2008-08-22,13,343,0.03790087464,0.999995016,1.427256701,0.648534703,0.1946814697,3,6.388258364,0.5074661154,1478.164835,1,0.9998232073,3
denoised,2008-08-25,13,344,0.03779069767,0.9999950708,1.426580259,0.6489909057,0.1943982965,3,6.399238398,0.5110150682,1482.518025,1,0.9999776775,3
denoised,2008-08-26,13,345,0.03768115942,0.9999950641,1.425906832,0.6494452431,0.1941163554,3,6.397733588,0.5121841611,1487.009258,1,0.9999990968,3
denoised,2008-08-27,13,346,0.03757225434,0.9999950344,1.425236452,0.6498977524,0.1938356374,3,6.390574531,0.5119224225,1491.111991,1,0.9999913409,3
denoised,2008-08-28,13,347,0.03746397695,0.9999949845,1.4245691,0.6503484474,0.1935561338,3,6.390630681,0.5113789666,1494.805833,1,0.9999740972,3
denoised,2008-08-29,13,348,0.03735632184,0.9999949972,1.42390487,0.6507973943,0.1932778359,3,6.382297314,0.5127117114,1499.370768,1,0.9999888369,3
denoised,2008-09-02,13,349,0.03724928367,0.9999950662,1.423243731,0.6512446007,0.1930007349,3,6.384442502,0.5126348661,1506.301356,1,0.999947352,3
denoised,2008-09-03,13,350,0.03714285714,0.9999950713,1.42258549,0.6516900005,0.1927248223,3,6.382361348,0.5122439812,1511.212308,1,0.9999961495,3
denoised,2008-09-04,13,351,0.03703703704,0.9999950592,1.421930191,0.6521336355,0.1924500897,3,6.380097563,0.5203320941,1513.814901,1,0.9997754582,3
denoised,2008-09-05,13,352,0.03693181818,0.9999950495,1.421277839,0.6525755302,0.1921765287,3,6.378842681,0.5199319425,1518.074384,1,0.9999994615,3
denoised,2008-09-08,13,353,0.03682719547,0.9999950467,1.420628421,0.653015699,0.1919041309,3,6.371796563,0.5217395598,1522.499318,1,0.9999835815,3
denoised,2008-09-09,13,354,0.03672316384,0.999995108,1.419981994,0.6534541907,0.1916328882,3,6.374525985,0.5225325788,1527.527289,1,0.9985812724,3
denoised,2008-09-10,13,355,0.03661971831,0.9999950495,1.419338277,0.6538908964,0.1913627924,3,6.373674777,0.5257834319,1530.278783,1,0.9999572743,3
denoised,2008-09-11,13,356,0.03651685393,0.9999949831,1.418697407,0.6543259004,0.1910938354,3,6.364432766,0.5251560514,1533.499254,1,0.9999681828,3
denoised,2008-09-12,13,357,0.03641456583,0.9999949729,1.418059456,0.6547592557,0.1908260093,3,6.378313316,0.5244769285,1539.091702,1,0.9998467734,3
denoised,2008-09-15,13,358,0.03631284916,0.9999951242,1.41742455,0.6551910423,0.1905593062,3,6.455549451,0.4818521626,1537.827198,1,0.9992538269,3
denoised,2008-09-16,13,359,0.03621169916,0.9999947022,1.416791629,0.6556207895,0.1902937181,3,6.324382401,0.4779088603,1531.795136,1,0.9951292068,3
denoised,2008-09-17,13,360,0.03611111111,0.9999957566,1.416163577,0.6560498522,0.1900292375,3,6.24274019,0.316538322,1574.166499,1,0.8289958699,3
denoised,2008-09-18,13,361,0.03601108033,0.9999959537,1.415537066,0.6564767108,0.1897658566,3,6.273127808,0.2846403038,1569.955146,1,0.9973996418,3
denoised,2008-09-19,13,362,0.03591160221,0.999995495,1.414912364,0.6569015072,0.1895035678,3,6.267857017,0.2713181711,1569.430707,1,0.9917850719,3
denoised,2008-09-22,13,363,0.03581267218,0.99999544,1.41429095,0.6573249476,0.1892423636,3,6.234706698,0.2901051115,1584.12327,1,0.9981500335,3
denoised,2008-09-23,13,364,0.03571428571,0.9999954747,1.413672361,0.6577468362,0.1889822365,3,6.216194353,0.2875154518,1588.199943,1,0.9995686725,3
denoised,2008-09-24,13,365,0.03561643836,0.999995461,1.413056383,0.6581670926,0.1887231792,3,6.202615638,0.2866503771,1591.394964,1,0.999942702,3
denoised,2008-09-25,13,366,0.03551912568,0.9999951294,1.412442615,0.6585855494,0.1884651843,3,6.188342174,0.3053856406,1588.969936,1,0.9999450645,3
denoised,2008-09-26,13,367,0.03542234332,0.9999950247,1.411831808,0.6590025755,0.1882082446,3,6.178212261,0.3052614545,1593.096615,1,0.9998470214,3
denoised,2008-09-29,13,368,0.03532608696,0.9999963383,1.411225625,0.6594189666,0.1879523529,3,6.299793788,0.233146082,1640.90241,1,0.9809133445,3
denoised,2008-09-30,13,369,0.0352303523,0.9999965502,1.41062049,0.6598330717,0.1876975021,3,6.434983326,0.2722357747,1651.839526,1,0.9975465126,3
denoised,2008-10-01,13,370,0.03513513514,0.9999961594,1.41001709,0.6602452289,0.1874436852,3,6.40600098,0.2721438684,1648.884788,1,0.9998574474,3
denoised,2008-10-02,13,371,0.03504043127,0.9999963838,1.409417125,0.6606562517,0.1871908953,3,6.446763371,0.2682461466,1646.483501,1,0.9977119244,3
denoised,2008-10-03,13,372,0.03494623656,0.9999963452,1.408819338,0.6610655699,0.1869391253,3,6.447221574,0.2662554658,1649.704223,1,0.9999911087,3
denoised,2008-10-06,13,373,0.03485254692,0.9999965239,1.408224389,0.6614735107,0.1866883685,3,6.496524745,0.2598988429,1645.50132,1,0.9995615115,3
denoised,2008-10-07,13,374,0.03475935829,0.9999961289,1.407631145,0.66187956,0.186438618,3,6.445545082,0.3169481618,1662.331606,1,0.9985015364,3
denoised,2008-10-08,13,375,0.03466666667,0.9999958465,1.407040557,0.6622841814,0.1861898673,3,6.331008744,0.3435626413,1656.541723,1,0.9973842622,3
denoised,2008-10-09,13,376,0.03457446809,0.9999960841,1.40645318,0.6626876541,0.1859421095,3,6.251423159,0.33897834,1649.860883,1,0.9977651228,3
denoised,2008-10-10,13,377,0.03448275862,0.999996153,1.405868027,0.6630895314,0.1856953382,3,6.178331341,0.3117341644,1674.569673,1,0.9658187179,3
denoised,2008-10-14,13,378,0.03439153439,0.9999960492,1.405285076,0.6634898195,0.1854495468,3,6.12316419,0.3145924484,1681.733663,1,0.9996899788,3
denoised,2008-10-15,13,379,0.03430079156,0.9999960973,1.404704767,0.663888743,0.1852047288,3,6.113149056,0.3585186935,1681.724993,1,0.9991550186,3
denoised,2008-10-16,13,380,0.03421052632,0.999995432,1.404125868,0.6642857362,0.1849608778,3,6.060908342,0.3558847145,1686.256985,1,0.9956429302,3
denoised,2008-10-17,13,381,0.03412073491,0.9999953091,1.403550126,0.6646816419,0.1847179875,3,6.054934828,0.354249921,1687.150745,1,0.9999866751,3
denoised,2008-10-20,13,382,0.03403141361,0.9999954466,1.402977128,0.6650762821,0.1844760516,3,6.013859805,0.3467297417,1681.255674,1,0.9997450891,3
denoised,2008-10-21,13,383,0.03394255875,0.9999954285,1.402406275,0.6654693889,0.1842350638,3,6.027337003,0.3499266283,1689.949107,1,0.9992420786,3
denoised,2008-10-22,13,384,0.03385416667,0.9999954377,1.401837807,0.6658610927,0.183995018,3,6.044120197,0.3474488993,1692.742236,1,0.9981349702,3
denoised,2008-10-23,13,385,0.03376623377,0.9999954693,1.401271701,0.666251399,0.1837559081,3,6.033569539,0.3445341178,1696.075392,1,0.9999839765,3
denoised,2008-10-24,13,386,0.03367875648,0.9999951977,1.400707486,0.6666400991,0.183517728,3,5.94092565,0.3803876337,1695.319764,1,0.9991928289,3
denoised,2008-10-27,13,387,0.03359173127,0.9999951814,1.400145928,0.667027574,0.1832804716,3,5.923549425,0.3851922443,1691.286786,1,0.999949406,3
denoised,2008-10-28,13,388,0.03350515464,0.9999949785,1.399586393,0.6674135371,0.183044133,3,5.893804988,0.4064122832,1719.143314,1,0.9985313479,3
denoised,2008-10-29,13,389,0.03341902314,0.999994926,1.399029337,0.6677982219,0.1828087064,3,5.879600373,0.4065426732,1738.663595,1,0.9979006513,3
denoised,2008-10-30,13,390,0.03333333333,0.9999948985,1.398474571,0.6681815529,0.1825741858,3,5.864132698,0.414480464,1746.627337,1,0.9984136514,3
denoised,2008-10-31,13,391,0.03324808184,0.9999948799,1.397922055,0.6685635277,0.1823405655,3,5.856109199,0.4121554157,1750.113509,1,0.9999814245,3
denoised,2008-11-03,13,392,0.03316326531,0.9999948837,1.397371796,0.6689441633,0.1821078398,3,5.851108192,0.410971256,1754.566821,1,0.9999888154,3
denoised,2008-11-04,13,393,0.03307888041,0.9999949996,1.396823901,0.6693235279,0.1818760028,3,5.77628248,0.4237186141,1763.443987,1,0.9968764052,3
denoised,2008-11-05,13,394,0.03299492386,0.9999949319,1.396277946,0.6697014316,0.1816450491,3,5.779933822,0.4283036158,1782.836448,1,0.9981605443,3
denoised,2008-11-06,13,395,0.03291139241,0.9999948773,1.395734188,0.6700780139,0.1814149729,3,5.76059524,0.4317029661,1792.191183,1,0.9990206673,3
denoised,2008-11-07,13,396,0.03282828283,0.9999948858,1.395192685,0.6704533163,0.1811857688,3,5.775320749,0.4322802865,1796.819746,1,0.9999931793,3
denoised,2008-11-10,13,397,0.03274559194,0.9999948899,1.394653328,0.6708273014,0.1809574313,3,5.77417536,0.4323751643,1801.960718,1,0.9999922054,3
denoised,2008-11-12,13,398,0.03266331658,0.9999949394,1.394116171,0.6712000102,0.1807299549,3,5.797936456,0.4284270508,1803.609483,1,0.9996366649,3
denoised,2008-11-13,13,399,0.03258145363,0.9999947685,1.393580831,0.671571272,0.1805033341,3,5.820235865,0.41355619,1815.899529,1,0.9976276553,3
denoised,2008-11-14,13,400,0.0325,0.9999947333,1.393047791,0.6719413335,0.1802775638,3,5.846102748,0.4128762366,1817.584436,1,0.999954831,3
denoised,2008-11-17,13,401,0.03241895262,0.9999947089,1.392516862,0.6723101184,0.1800526385,3,5.844873852,0.4133008269,1819.83845,1,0.999985127,3
denoised,2008-11-18,13,402,0.03233830846,0.9999946737,1.391988,0.6726776196,0.179828553,3,5.833440352,0.4143296896,1825.808331,1,0.9999418835,3
denoised,2008-11-19,13,403,0.03225806452,0.9999946682,1.39146125,0.6730438719,0.179605302,3,5.866195444,0.4152729216,1819.363011,1,0.9999335769,3
denoised,2008-11-20,13,404,0.03217821782,0.9999945416,1.390936387,0.673408781,0.1793828805,3,5.89895221,0.3985228112,1805.0972,1,0.999531024,3
denoised,2008-11-21,13,405,0.03209876543,0.9999944293,1.390413586,0.6737724454,0.1791612833,3,5.921917666,0.3834469654,1793.895091,1,0.9987304757,3
denoised,2008-11-24,13,406,0.03201970443,0.9999944564,1.38989301,0.6741349567,0.1789405053,3,5.960984456,0.3620262262,1789.478946,1,0.9972887248,3
denoised,2008-11-25,13,407,0.03194103194,0.9999944886,1.389374457,0.6744962316,0.1787205415,3,5.936889813,0.3743676144,1798.215211,1,0.9996057104,3
denoised,2008-11-26,13,408,0.0318627451,0.9999944661,1.388857833,0.6748562368,0.1785013868,3,5.905540958,0.3853055697,1798.062472,1,0.9998763831,3
denoised,2008-11-28,13,409,0.03178484108,0.9999944788,1.388343249,0.6752150402,0.1782830364,3,5.90104945,0.3911493839,1807.125021,1,0.9998969483,3
denoised,2008-12-01,13,410,0.03170731707,0.9999945156,1.387830676,0.6755726413,0.1780654854,3,5.982588538,0.3588715427,1801.863852,1,0.9957398596,3
denoised,2008-12-02,13,411,0.03163017032,0.9999945243,1.387320031,0.6759290116,0.1778487287,3,5.959058469,0.3606269537,1805.74213,1,0.9999486477,3
denoised,2008-12-03,13,412,0.03155339806,0.9999945246,1.386811328,0.6762841715,0.1776327618,3,5.947276945,0.3636044533,1811.4033,1,0.9999311863,3
denoised,2008-12-04,13,413,0.03147699758,0.9999945318,1.386304576,0.6766381382,0.1774175797,3,5.961735229,0.3577172136,1812.683327,1,0.9997731177,3
denoised,2008-12-05,13,414,0.03140096618,0.9999945214,1.385799729,0.6769909018,0.1772031777,3,5.965557692,0.3614670803,1822.245916,1,0.9996968447,3
denoised,2008-12-08,13,415,0.0313253012,0.9999945319,1.385296828,0.6773424951,0.1769895511,3,5.989928549,0.3585665115,1820.024238,1,0.9999162968,3
denoised,2008-12-09,13,416,0.03125,0.9999945444,1.384795836,0.6776929121,0.1767766953,3,5.998244273,0.3575339419,1823.056726,1,0.9999956355,3
denoised,2008-12-10,13,417,0.03117505995,0.9999945585,1.384296739,0.6780421592,0.1765646056,3,5.99984988,0.3545533256,1827.315546,1,0.9999146697,3
denoised,2008-12-11,13,418,0.03110047847,0.9999945513,1.383799493,0.6783902272,0.1763532775,3,5.995017536,0.3602828918,1836.654956,1,0.9997880343,3
denoised,2008-12-12,13,419,0.03102625298,0.9999945581,1.383304138,0.6787371468,0.1761427063,3,5.994401005,0.3589312709,1839.135345,1,0.9999970928,3
denoised,2008-12-15,13,420,0.03095238095,0.9999945263,1.382810587,0.6790828886,0.1759328876,3,5.994960449,0.3553276315,1839.271214,1,0.999955743,3
denoised,2008-12-16,13,421,0.03087885986,0.9999945907,1.382319016,0.6794275506,0.175723817,3,5.931290594,0.3563784218,1835.707577,1,0.9998823683,3
denoised,2008-12-17,13,422,0.0308056872,0.9999945078,1.381829078,0.6797709739,0.1755154899,3,5.900490015,0.3467123918,1838.917746,1,0.9998506384,3
denoised,2008-12-18,13,423,0.03073286052,0.999994491,1.381341055,0.6801133097,0.175307902,3,5.877498316,0.3247862072,1853.669283,1,0.9985441563,3
