# {
#   "_what": "SPEC.md 5.4 bias series B_t^F for MODEL B (SPEC.md 4.2), one column per variant x horizon x eigenfactor a, built by `python -m mafrm.factors.statistical_report --rebuild`. sigma_kt is the forecast made at t-1 from the full pre-VRA pipeline.",
#   "columns": [
#     "bias_denoised_short_a1.0",
#     "bias_denoised_short_a1.4",
#     "bias_denoised_long_a1.0",
#     "bias_denoised_long_a1.4",
#     "bias_detoned_short_a1.0",
#     "bias_detoned_short_a1.4",
#     "bias_detoned_long_a1.0",
#     "bias_detoned_long_a1.4"
#   ],
#   "generated_utc": "2026-09-02T17:22:20+00:00",
#   "git_commit": "d09e49e65a593c19e660523ad77facb84e950d46",
#   "holdout_start": "2025-01-01",
#   "panel_digest": {
#     "denoised": "1b2b4e8ffb293ece0093377cd67e0f214b9912bb4c148de309f9659f5d0b0946",
#     "detoned": "63b076b12171ea675d333f4ece53e0a69c273f759f2b927dd642a6c87d296670"
#   },
#   "risk_config_digest": "3701b5bf664e023a23f6ca793b83386f14c5517e8bb4c6d75ab58c9ebda09744",
#   "rows": 4164
# }
date,k_over_realised_t_eff_denoised_short,k_over_realised_t_eff_denoised_long,k_over_realised_t_eff_detoned_short,k_over_realised_t_eff_detoned_long,bias_denoised_short_a1.0,bias_denoised_short_a1.4,bias_denoised_long_a1.0,bias_denoised_long_a1.4,bias_detoned_short_a1.0,bias_detoned_short_a1.4,bias_detoned_long_a1.0,bias_detoned_long_a1.4
2024-02-23,0.0123775579906,0.00412602866251,0.0123775579906,0.00412604062674,0.958170215197,0.958028263376,0.86722308054,0.867093562472,0.951998931476,0.95200649042,0.874683412895,0.874700756286
2024-02-26,0.0123775579906,0.00412602823623,0.0123775579906,0.00412604016759,0.480417235201,0.480380736681,0.440602860052,0.440567809582,0.355622094352,0.355738445537,0.334661460305,0.334758194795
2024-02-27,0.0123775579906,0.00412602781111,0.0123775579906,0.00412603970971,0.480916951003,0.480835340533,0.420559135715,0.420489029809,0.260446932541,0.260408955019,0.235461816314,0.235431542773
2024-02-28,0.0123775579906,0.00412602738717,0.0123775579906,0.00412603925308,0.692150602,0.692013186591,0.60398009724,0.603859618984,0.390547993142,0.390278065333,0.351672983067,0.351434340709
2024-02-29,0.0123775579906,0.00412602696439,0.0123775579906,0.00412603879771,0.211418151941,0.211342285096,0.201152699896,0.201079905639,0.27860829318,0.278432988579,0.260005960159,0.259846862503
2024-03-01,0.0123775579906,0.00412602654278,0.0123775579906,0.00412603834358,1.07168116813,1.07149636164,0.999054480874,0.998870771341,1.2555395164,1.25575080715,1.16366968298,1.16383505407
2024-03-04,0.0123775579906,0.00412602612232,0.0123775579906,0.00412603789071,0.96805815108,0.968156219429,0.879269654154,0.87935958836,1.01629072732,1.01589117831,0.910794028368,0.910454392892
2024-03-05,0.0123775579906,0.00412602570301,0.0123775579906,0.00412603743908,1.19750665501,1.19722007594,1.042108674,1.04185504708,0.379007553925,0.378870464872,0.362964093778,0.36283429826
2024-03-06,0.0123775579906,0.00412602528486,0.0123775579906,0.00412603698869,0.538389568158,0.538310504437,0.500691530123,0.500614897122,0.719464888613,0.719035422478,0.653172274515,0.652802069831
2024-03-07,0.0123775579906,0.00412602486786,0.0123775579906,0.00412603653954,0.387325533561,0.387231703378,0.363916798951,0.363826496749,0.772501618708,0.771983185319,0.699261404841,0.698814342656
2024-03-08,0.0123775579906,0.004126024452,0.0123775579906,0.00412603609162,0.383645398823,0.383657005068,0.347878288949,0.347891893724,0.34077615398,0.3410482173,0.311713208288,0.311968264238
2024-03-11,0.0123775579906,0.00412602403728,0.0123775579906,0.00412603564493,0.400785693286,0.400822182103,0.370750948322,0.370784366904,0.644836955052,0.644401744592,0.572504982094,0.57214138033
2024-03-12,0.0123775579906,0.0041260236237,0.0123775579906,0.00412603519947,1.0757263692,1.07558667711,0.951157776766,0.95103948186,0.714717366319,0.715236342699,0.663278410192,0.663754711426
2024-03-13,0.0123775579906,0.00412602321126,0.0123775579906,0.00412603475523,0.864401815642,0.864405108563,0.787266261944,0.787272863971,0.751650130822,0.752058583872,0.68493436229,0.685321445624
2024-03-14,0.0123775579906,0.00412602279996,0.0123775579906,0.00412603431221,1.1814351506,1.18113247165,1.08764774228,1.08736274957,0.898426197889,0.898232519745,0.861812654405,0.861622236089
2024-03-15,0.0123775579906,0.00412602238978,0.0123775579906,0.00412603387041,0.140804909207,0.140762612547,0.134293601819,0.134252707177,0.634445366877,0.633849530085,0.556350874936,0.555839238876
2024-03-18,0.0123775579906,0.00412602198073,0.0123775579906,0.00412603342982,0.553768907077,0.553723544906,0.499072505377,0.499034335848,0.393526397822,0.393810415248,0.361802270238,0.362058371843
2024-03-19,0.0123775579906,0.0041260215728,0.0123775579906,0.00412603299044,0.441944771848,0.441887078011,0.411110566787,0.411055187978,0.584933493221,0.584455909177,0.523954219212,0.523541748206
2024-03-20,0.0123775579906,0.00412602116599,0.0123775579906,0.00412603255227,0.571413156151,0.571264047834,0.539988620484,0.539844568911,1.18751689157,1.18679539515,1.05819307309,1.05758284873
2024-03-21,0.0123775579906,0.0041260207603,0.0123775579906,0.00412603211531,0.252968204536,0.252976857744,0.232617665805,0.232625503492,0.377428610296,0.377472707397,0.339856170315,0.339903977766
2024-03-22,0.0123775579906,0.00412602035573,0.0123775579906,0.00412603167954,1.02347103317,1.02338831549,0.91065589602,0.910589248129,0.486995500708,0.487235560834,0.44342500533,0.443642423137
2024-03-25,0.0123775579906,0.00412601995226,0.0123775579906,0.00412603124497,0.701856124428,0.701839158303,0.639262760404,0.639248530442,0.51640845891,0.516663896099,0.473642830487,0.473867608394
2024-03-26,0.0123775579906,0.00412601954991,0.0123775579906,0.00412603081159,0.21340519715,0.213371828019,0.186460963189,0.186432733571,0.295173676596,0.295182902065,0.261060293412,0.261078336559
2024-03-27,0.0123775579906,0.00412601914866,0.0123775579906,0.00412603037941,0.65073953081,0.650570198216,0.609254053291,0.609092949791,0.672790352456,0.672641133192,0.628599302521,0.62845931633
2024-03-28,0.0123775579906,0.00412601874851,0.0123775579906,0.00412602994841,0.960479288881,0.960677497516,0.872009751671,0.872190881817,1.2423442599,1.24180152916,1.08015659159,1.07971819079
2024-04-01,0.0123775579906,0.00412601834946,0.0123775579906,0.0041260295186,1.76935770481,1.76920433528,1.59405626241,1.59391871392,1.18518440067,1.18546424168,1.09529111355,1.09551582155
2024-04-02,0.0123775579906,0.00412601795151,0.0123775579906,0.00412602908996,1.25117495979,1.2514489401,1.16511998813,1.16537491857,1.25404961673,1.2549796907,1.13386188714,1.13469912625
2024-04-03,0.0123775579906,0.00412601755465,0.0123775579906,0.00412602866251,0.697729354388,0.697808610255,0.671320098552,0.671400042949,0.783503256951,0.784116767575,0.727199529751,0.727774958014
2024-04-04,0.0123775579906,0.00412601715888,0.0123775579906,0.00412602823623,0.713827008987,0.713683342594,0.616319788028,0.61619683219,0.172836198018,0.172695981425,0.15126493408,0.15114617744
2024-04-05,0.0123775579906,0.00412601676419,0.0123775579906,0.00412602781111,1.35028039911,1.3501822855,1.24581752942,1.24575008341,0.887344785568,0.887189884643,0.806705127708,0.806621261969
2024-04-08,0.0123775579906,0.0041260163706,0.0123775579906,0.00412602738717,0.440377839477,0.440300934998,0.385054282844,0.384991895412,0.63800013094,0.637393379641,0.55528337202,0.55475730163
2024-04-09,0.0123775579906,0.00412601597808,0.0123775579906,0.00412602696439,0.630223693848,0.630040694088,0.567433192377,0.567268889605,0.430271249465,0.430160920163,0.403733362763,0.403631082365
2024-04-10,0.0123775579906,0.00412601558664,0.0123775579906,0.00412602654278,2.21099523063,2.21041054151,2.00415106162,2.00362143655,2.28703609107,2.28571071954,2.08162497928,2.08047047994
2024-04-11,0.0123775579906,0.00412601519628,0.0123775579906,0.00412602612232,0.722511742059,0.722580054362,0.725465119348,0.725536633833,0.543623796237,0.543888564754,0.517780315778,0.518032502693
2024-04-12,0.0123775579906,0.00412601480698,0.0123775579906,0.00412602570301,1.09897503562,1.0987792477,0.970217571339,0.97005358947,0.57423409518,0.573820558348,0.518493060288,0.518120682322
2024-04-15,0.0123775579906,0.00412601441876,0.0123775579906,0.00412602528486,1.77747979502,1.77740559305,1.73253463829,1.73249307205,1.44922278648,1.44959912706,1.3739624898,1.37432162785
2024-04-16,0.0123775579906,0.00412601403161,0.0123775579906,0.00412602486786,0.586830940659,0.586684320425,0.558654772267,0.558520599093,0.560802769206,0.56059767141,0.533264618696,0.533074374353
2024-04-17,0.0123775579906,0.00412601364551,0.0123775579906,0.004126024452,1.38059726882,1.38050063751,1.29279107636,1.29274017955,0.949163914418,0.949731625769,0.909633912994,0.910188029515
2024-04-18,0.0123775579906,0.00412601326048,0.0123775579906,0.00412602403728,0.708415012178,0.708281786815,0.639588432911,0.639472997185,0.419589829013,0.419531480649,0.402096513219,0.402039034008
2024-04-19,0.0123775579906,0.00412601287651,0.0123775579906,0.0041260236237,0.370193677896,0.370158850246,0.340571340394,0.340549080098,0.354131397544,0.354233254617,0.331089235393,0.331194473531
2024-04-22,0.0123775579906,0.00412601249359,0.0123775579906,0.00412602321126,1.35183228663,1.35188926821,1.34932094452,1.34939066655,1.19984314737,1.2004657849,1.12544187106,1.1260543916
2024-04-23,0.0123775579906,0.00412601211172,0.0123775579906,0.00412602279996,0.555369215796,0.555254330232,0.518065426642,0.517963856113,0.687432412563,0.686994138116,0.624371307965,0.623986854049
2024-04-24,0.0123775579906,0.0041260117309,0.0123775579906,0.00412602238978,0.489010582558,0.48887631078,0.441132939041,0.441009916423,0.404986918875,0.40478454632,0.377064680021,0.376881869608
2024-04-25,0.0123775579906,0.00412601135113,0.0123775579906,0.00412602198073,0.81107403629,0.811012223513,0.77652889311,0.776487891724,0.776948456724,0.776803961498,0.715238805806,0.715130641048
2024-04-26,0.0123775579906,0.0041260109724,0.0123775579906,0.0041260215728,0.466815454662,0.466639179134,0.439378147461,0.439216500981,0.526493496044,0.526293512478,0.490331193262,0.490151778894
2024-04-29,0.0123775579906,0.00412601059471,0.0123775579906,0.00412602116599,0.543731433106,0.54365327716,0.524239600395,0.524173618473,0.481308268607,0.481314202733,0.454343810336,0.45434811648
2024-04-30,0.0123775579906,0.00412601021806,0.0123775579906,0.0041260207603,1.16313215012,1.16288709144,1.11304369441,1.11282782165,1.26324738855,1.26343240857,1.1899941599,1.19016383911
2024-05-01,0.0123775579906,0.00412600984244,0.0123775579906,0.00412602035573,0.89896459381,0.89875982286,0.787592297485,0.787415343111,0.648256859035,0.647916527497,0.586175601713,0.585882765389
2024-05-02,0.0123775579906,0.00412600946786,0.0123775579906,0.00412601995226,0.836612784687,0.836424113864,0.787890647773,0.787723865767,1.09967632579,1.09900549699,0.984951421814,0.984371072732
2024-05-03,0.0123775579906,0.0041260090943,0.0123775579906,0.00412601954991,0.948396739707,0.948141883613,0.8833781862,0.883152013225,0.952136819575,0.95169734948,0.876703136503,0.876312803772
2024-05-06,0.0123775579906,0.00412600872177,0.0123775579906,0.00412601914866,0.575555777023,0.575504688968,0.555320206255,0.555284835912,0.883693684502,0.883304742693,0.788737320106,0.788404063692
2024-05-07,0.0123775579906,0.00412600835027,0.0123775579906,0.00412601874851,0.345736450099,0.345764212322,0.339029869677,0.339063807205,0.383463169174,0.383650472592,0.356512563914,0.35669240224
2024-05-08,0.0123775579906,0.00412600797978,0.0123775579906,0.00412601834946,0.353308306115,0.353199677089,0.324138900962,0.324038174859,0.421650771307,0.42146543168,0.383416210495,0.383257379273
2024-05-09,0.0123775579906,0.00412600761031,0.0123775579906,0.00412601795151,0.729963502423,0.729960622849,0.719334085189,0.719346573405,0.760240487499,0.760512432991,0.711853849761,0.712104596607
2024-05-10,0.0123775579906,0.00412600724186,0.0123775579906,0.00412601755465,0.621767810478,0.621708266853,0.58022079791,0.580177261704,0.578841132402,0.578572062784,0.51425012496,0.514024938543
2024-05-13,0.0123775579906,0.00412600687442,0.0123775579906,0.00412601715888,0.333581010963,0.333612747092,0.335412094857,0.33544509534,0.244147695438,0.24425646731,0.227381191499,0.227481847324
2024-05-14,0.0123775579906,0.00412600650799,0.0123775579906,0.00412601676419,0.412794878518,0.412641322212,0.380296567269,0.380154407581,0.552016250482,0.55179089752,0.498477275619,0.498282916542
2024-05-15,0.0123775579906,0.00412600614256,0.0123775579906,0.0041260163706,1.12454223185,1.12422667402,1.0210719523,1.02078120573,1.03918018001,1.0389462492,0.975928943157,0.975707838153
2024-05-16,0.0123775579906,0.00412600577814,0.0123775579906,0.00412601597808,0.440825705934,0.44070036257,0.395060262711,0.394944746932,0.589481654578,0.589177528058,0.522531654852,0.522272763978
2024-05-17,0.0123775579906,0.00412600541472,0.0123775579906,0.00412601558664,1.03781922605,1.03793021501,1.00983409015,1.00995702181,1.06151434059,1.06156109935,0.944304971115,0.94439189366
2024-05-20,0.0123775579906,0.00412600505229,0.0123775579906,0.00412601519628,0.463266219112,0.463287924455,0.44105956726,0.441092359408,0.447033859658,0.447147744515,0.405393094516,0.405512658939
