# {
#   "_what": "SPEC.md 5.4 bias series B_t^F for the HYBRID factor set (SPEC.md 4.3) -- six named macro factors plus 1 or 2 unnamed residual PCs. One column per component count x horizon x eigenfactor a, built by `python -m mafrm.factors.hybrid_report --rebuild --all`. sigma_kt is the forecast made at t-1 from the full pre-VRA pipeline.",
#   "columns": [
#     "bias_pc1_short_a1.0",
#     "bias_pc1_short_a1.4",
#     "bias_pc1_long_a1.0",
#     "bias_pc1_long_a1.4",
#     "bias_pc2_short_a1.0",
#     "bias_pc2_short_a1.4",
#     "bias_pc2_long_a1.0",
#     "bias_pc2_long_a1.4"
#   ],
#   "generated_utc": "2026-09-02T17:23:11+00:00",
#   "git_commit": "d09e49e65a593c19e660523ad77facb84e950d46",
#   "holdout_start": "2025-01-01",
#   "panel_digest": {
#     "1": "05d0d3240bbced94010fdb337a52863760916039588b4ebac1ee883fd214c0f3",
#     "2": "fd261a6c01aa369985bbc487e00e90f3da99938d10a2020b476d44c559c3bbcd"
#   },
#   "risk_config_digest": "3701b5bf664e023a23f6ca793b83386f14c5517e8bb4c6d75ab58c9ebda09744",
#   "rows": 3630
# }
date,k_over_realised_t_eff_pc1_short,k_over_realised_t_eff_pc1_long,k_over_realised_t_eff_pc2_short,k_over_realised_t_eff_pc2_long,bias_pc1_short_a1.0,bias_pc1_short_a1.4,bias_pc1_long_a1.0,bias_pc1_long_a1.4,bias_pc2_short_a1.0,bias_pc2_short_a1.4,bias_pc2_long_a1.0,bias_pc2_long_a1.4
2010-05-21,0.389601375276,0.388968080391,0.445258714602,0.444534949018,1.23534353305,1.22544015165,1.24632944947,1.23632057481,1.17147217117,1.15944284625,1.18214358312,1.17000156112
2010-05-24,0.369173328674,0.368504669796,0.421912375627,0.421148194053,0.687734587561,0.683210875085,0.689518630279,0.684977076652,0.683711036568,0.677435326015,0.686524526455,0.680219075749
2010-05-25,0.350792048955,0.350088041473,0.400905198805,0.400100618827,1.34455077751,1.3509163838,1.34708140186,1.3534423911,1.23180043801,1.2219806089,1.23432392996,1.22448714397
2010-05-26,0.334165139848,0.333425797943,0.381903016969,0.381058054792,1.06089905829,1.05753395225,1.06116129124,1.0577946438,1.22938844555,1.2230588217,1.23434210269,1.22802528828
2010-05-27,0.319053367993,0.318278704902,0.364632420563,0.363747091316,1.40903320401,1.40349184414,1.41307422388,1.40752291127,1.37734163752,1.3662273817,1.38235407086,1.37123822005
2010-05-28,0.305259105784,0.304449134013,0.348867549468,0.347941867443,1.40299296738,1.40566546486,1.41115267295,1.41385558265,1.31491949085,1.31156658061,1.32250812322,1.31911835768
2010-06-01,0.292617663506,0.291772394996,0.334420186864,0.333454165709,0.810058018264,0.806057496439,0.813155695663,0.809153419698,1.09376128383,1.0904419199,1.09890836049,1.09558776837
2010-06-02,0.280990701754,0.280110148012,0.321132230576,0.320125883442,0.947606933809,0.942668075746,0.946836639075,0.941893467683,0.96255588309,0.957430984449,0.962823935717,0.957701205828
2010-06-03,0.270261164068,0.269345336276,0.308869901792,0.307823241459,0.488480113763,0.486397081185,0.487904324987,0.485818442152,1.017478137,1.01646267776,1.02474175715,1.0237376199
2010-06-04,0.260329335648,0.259378244749,0.29751924074,0.296432279713,1.79723003864,1.79229290982,1.79039312984,1.78546008819,1.7818060163,1.77629588373,1.77633061634,1.77083214575
2010-06-07,0.251109746625,0.250123403395,0.286982567571,0.285855318165,0.956471736267,0.957633631848,0.957805249988,0.958977493885,1.11267396755,1.11350948007,1.11484186698,1.11568010706
2010-06-08,0.242528716041,0.241507131148,0.277175675475,0.276008149884,0.446808229001,0.444932708543,0.446163140543,0.444292103702,0.963717538568,0.96097561926,0.969905731699,0.967153396381
2010-06-09,0.234522387032,0.233465571087,0.26802558518,0.266817795528,0.583052839925,0.581263442818,0.579645740136,0.577867602925,0.631060787043,0.628862582721,0.631241465768,0.629056730254
2010-06-10,0.227035142295,0.225943105889,0.259468734052,0.258220692444,1.2611589087,1.25885899511,1.25600850301,1.25372706027,1.20802056962,1.20748532036,1.20381994883,1.20329242385
2010-06-11,0.220018316655,0.218891070398,0.251449504749,0.250161223312,0.634253059817,0.633406176972,0.629005940164,0.628162226944,0.634657190406,0.635872350892,0.630881779409,0.632072176295
2010-06-14,0.213429143716,0.212266698265,0.243919021389,0.242590512303,0.881905865594,0.877393961184,0.874350065755,0.86987730864,0.872857055121,0.868631460119,0.867077799065,0.862892265603
2010-06-15,0.20722988839,0.206032254475,0.23683415816,0.235465433686,0.998735488404,0.995037978287,0.990933095741,0.987268267975,0.990875434644,0.988098793942,0.984872403926,0.982129940981
2010-06-16,0.201387128142,0.200154316585,0.230156717876,0.228747790383,0.419858231084,0.41855571992,0.415233007187,0.41394638345,0.398540704216,0.397926938712,0.394272886038,0.393666519491
2010-06-17,0.195871154021,0.194603175759,0.223852747453,0.222403629439,0.931469708941,0.931959801966,0.920626300365,0.921123798945,0.869631117174,0.868822627108,0.859539851325,0.858758412674
2010-06-18,0.190655468828,0.189352334923,0.217891964375,0.216402668483,0.589089850817,0.588645896078,0.585317329013,0.584889634058,0.551300623489,0.550447624522,0.54777289684,0.546933809222
2010-06-21,0.185716364514,0.184378086171,0.212247273731,0.210717812767,0.895009369096,0.892242894426,0.888987279333,0.88625990218,1.03745526778,1.0348520598,1.03370470971,1.03113762075
2010-06-22,0.181032564599,0.179659153176,0.206894359542,0.205324746487,0.802520804522,0.800430382701,0.794107415679,0.792055090941,0.769256889155,0.767844166816,0.761661349132,0.760273110036
2010-06-23,0.176584920224,0.175176387244,0.201811337399,0.200201585422,0.684840172175,0.682051575195,0.676999861588,0.674244772333,0.883428895229,0.880761392182,0.880223735527,0.877585310839
2010-06-24,0.172356150685,0.170912507845,0.196978457926,0.195328580394,0.669397919227,0.666554723054,0.662494219353,0.659681552023,0.638781197459,0.635956545443,0.632755903746,0.629963312001
2010-06-25,0.168330621038,0.166851880213,0.192377852614,0.1906878631,0.845651648072,0.842867344704,0.839264684528,0.836503915143,0.815807305406,0.812659814625,0.81047251818,0.807352619098
2010-06-28,0.164494150724,0.16298032398,0.187993315113,0.186263227405,1.18057656755,1.17957600254,1.16766923158,1.16666639393,1.11712288717,1.1154799934,1.10535417189,1.10371529639
2010-06-29,0.160833848304,0.159284947901,0.183810112348,0.182039940458,1.40779438983,1.40253420252,1.39124077407,1.38604621799,1.32670058428,1.32390901318,1.3112261157,1.30849313449
2010-06-30,0.157337968224,0.15575400662,0.179814820827,0.178004578994,0.599112043528,0.597336844733,0.590777433949,0.589036242884,0.591810389609,0.59028891081,0.584538964598,0.583056612089
2010-07-01,0.153995786256,0.152376776115,0.175995184293,0.174144886989,1.18972093962,1.18618238167,1.1801089792,1.17661354795,1.28185936019,1.27769355723,1.27420150563,1.27007877534
2010-07-02,0.150797490853,0.149143445048,0.172339989546,0.170449651483,0.617437590407,0.615854381888,0.613954990138,0.612382563768,0.631268941197,0.629307971156,0.628698945683,0.626750066522
2010-07-06,0.147734088075,0.14604501969,0.1688389578,0.166908593931,0.953312375602,0.952075568458,0.949295112349,0.948064595993,1.44729998213,1.44487386747,1.4506696123,1.44824084441
2010-07-07,0.14479731816,0.143073240495,0.165482649326,0.163512274852,1.47974802066,1.47582901271,1.48112976535,1.47721031737,1.37767922724,1.37083178391,1.37902580625,1.37218120902
2010-07-08,0.141979582107,0.140220508681,0.162262379551,0.160252009921,0.580230295768,0.578570163905,0.572977587598,0.571341596845,0.644367613064,0.641985445851,0.643583857889,0.641252375057
2010-07-09,0.139273876894,0.137479821448,0.159170145022,0.15711979594,0.520779840074,0.520399868394,0.523327466452,0.522960860058,0.559536745641,0.558626629577,0.564207742421,0.56331237435
2010-07-12,0.136673738175,0.134844714671,0.156198557914,0.154108245339,1.00561990501,1.00594441049,0.988120593875,0.988427653851,0.956522785432,0.955825547791,0.941092176998,0.940391634293
2010-07-13,0.134173189458,0.132309212087,0.153340787952,0.1512105281,0.914845882952,0.913215367382,0.906795030657,0.905180499066,1.04847447084,1.04608352868,1.04753981969,1.04517068612
2010-07-14,0.131766696938,0.129867780116,0.150590510786,0.148420320132,0.505036120977,0.503790983715,0.498874593501,0.497644607941,0.528444978962,0.526618428449,0.525215598747,0.523416104602
2010-07-15,0.129449129248,0.12751528762,0.147941861997,0.14573175728,0.861124059933,0.860775947298,0.848061721673,0.847712410177,0.841342498853,0.840045005246,0.83069462207,0.829409072544
2010-07-16,0.127215721529,0.125246969972,0.145389396033,0.143139394253,0.938346833941,0.936048517503,0.936153706258,0.933854686439,0.895564497264,0.892326928704,0.893995443551,0.890761782712
2010-07-19,0.125062043283,0.123058396903,0.142928049466,0.14063816789,0.424052694993,0.422808402977,0.419015466756,0.417789184328,0.489323045603,0.487716742284,0.487243267847,0.485668418883
2010-07-20,0.122983969544,0.120945443682,0.140553108051,0.138223364208,0.599656369736,0.59893792107,0.597332232513,0.596616828567,0.566737082736,0.565572644644,0.564747912868,0.563590336751
2010-07-21,0.120977654989,0.118904265218,0.13826017713,0.13589058882,0.92199809246,0.919787884234,0.911007716074,0.908842339767,0.88482064367,0.881440352933,0.875331796971,0.872021683066
2010-07-22,0.119039510632,0.11693127276,0.136045155008,0.133635740297,1.13701235398,1.13443451419,1.12406842593,1.12151654502,1.06308287842,1.05948423165,1.05105443061,1.0474957714
2010-07-23,0.117166182816,0.115023112885,0.133904208932,0.131454986154,0.658855212411,0.657601053262,0.648170633291,0.646937063127,0.71758107564,0.71560548063,0.70992390681,0.707983701924
2010-07-26,0.115354534231,0.11317664852,0.131833753406,0.129344741165,0.779782020412,0.778824565887,0.771212833551,0.77027202214,0.913800647896,0.912306004634,0.908948860663,0.907475206925
2010-07-27,0.113601626746,0.11138894177,0.129830430567,0.127301647737,0.977440140481,0.976569444984,0.959018123034,0.958151665867,0.924719582849,0.923217742201,0.907990211382,0.906503683773
2010-07-28,0.11190470585,0.109657238359,0.1278910924,0.125322558125,0.784642104792,0.783868755023,0.771934284263,0.771171150568,0.824111441836,0.822404263671,0.814760319071,0.813067282837
2010-07-29,0.110261186522,0.107978953505,0.126012784596,0.123404518291,0.820036356759,0.81858587609,0.811195369195,0.809769978225,0.781216098828,0.779452094403,0.773193582389,0.771453269423
2010-07-30,0.108668640396,0.106351659078,0.124192731882,0.121544753232,0.974491779588,0.972665857304,0.956789969021,0.954997310507,0.911047419882,0.908542567322,0.894531785214,0.892068316322
2010-08-02,0.10712478407,0.104773071912,0.122428324651,0.119740653614,1.34517294164,1.34439392377,1.32287163763,1.3221033696,1.33161065281,1.32940061504,1.31200543493,1.3098205587
2010-08-03,0.105627468441,0.103241043144,0.12071710679,0.117989763593,0.914165563227,0.914467674574,0.897954409716,0.898255693529,0.854947368913,0.854789990525,0.839810724721,0.839658284449
2010-08-04,0.104174668983,0.101753548483,0.119056764551,0.116289769695,0.734796810636,0.733643361401,0.72725563529,0.726111324535,0.75910492641,0.757662401293,0.753033052329,0.751601719372
2010-08-05,0.102764476839,0.100308679312,0.117445116387,0.114638490642,0.654723897716,0.654430222804,0.648976638758,0.6486823296,0.623593432714,0.622880081535,0.618306295786,0.617601178908
2010-08-06,0.101395090682,0.0989046345395,0.115880103636,0.113033868045,1.00609569168,1.00592303018,0.999607654241,0.999443168588,0.945835552829,0.945195132741,0.939789802941,0.939166305414
2010-08-09,0.100064809245,0.0975397131369,0.114359781994,0.111473957871,0.761519594026,0.762061710304,0.764504966396,0.765062361205,0.745667635306,0.745641730759,0.748062543816,0.748055658672
2010-08-10,0.0987720244681,0.0962123072812,0.112882313678,0.109956922607,1.19732990245,1.1979093511,1.20404088878,1.20469465147,1.11895614612,1.11850746396,1.12524084399,1.12487564458
2010-08-11,0.0975152152007,0.0949208960588,0.111445960229,0.108481024067,1.34210603803,1.34087156469,1.32437607988,1.32317802665,1.26897139528,1.26738009978,1.25235429744,1.25079646894
2010-08-12,0.0962929414073,0.0936640396715,0.110049075894,0.107044616767,0.435045354219,0.434641669002,0.431465297892,0.431071327607,0.455734430388,0.45512867962,0.451991708633,0.451393783738
2010-08-13,0.0951038388315,0.0924403740995,0.108690101522,0.105646141828,0.984545007299,0.984373459747,0.96960960566,0.969441102118,0.977144864905,0.975768361348,0.962900806748,0.961543268016
2010-08-16,0.0939466140753,0.0912486061811,0.107367558943,0.10428412135,1.31378562017,1.31301072826,1.30021960449,1.29945228198,1.23484768432,1.23311224469,1.2220995413,1.22038114456
2010-08-17,0.0928200400564,0.0900875090704,0.106080045779,0.102957153223,0.893277608548,0.893286365043,0.903861942814,0.903922035874,0.836334218222,0.83576837804,0.846072577054,0.845516553425
2010-08-18,0.0917229518119,0.0889559180404,0.104826230642,0.101663906332,0.576032039095,0.576384827223,0.586560267572,0.586957210887,0.541252060656,0.540628915712,0.55078509567,0.550153968212
2010-08-19,0.0906542426152,0.0878527265997,0.103604848703,0.100403116114,0.882226563136,0.881931248705,0.874264315878,0.873996281485,0.916505413756,0.915865667488,0.907254445126,0.906613517577
2010-08-20,0.0896128603814,0.0867768828989,0.102414697579,0.0991735804559,0.909179248998,0.909803075253,0.920213850661,0.920923626603,0.860402860714,0.859570930453,0.869981239592,0.869122660941
2010-08-23,0.0885978043357,0.0857273863978,0.101254633526,0.0979741558831,0.387654528382,0.387418651758,0.384068539743,0.383840712629,0.479433603659,0.478955350769,0.473798009041,0.473323879952
2010-08-24,0.0876081219222,0.0847032847748,0.100123567911,0.0968037540284,0.976935983254,0.97635813014,0.973834992089,0.973268578647,0.923949211976,0.923045285442,0.920715793203,0.919799888913
2010-08-25,0.0866429059341,0.0837036710572,0.0990204639246,0.0956613383511,0.763223600944,0.762520670656,0.755183140644,0.754482176614,0.83866166731,0.837866076343,0.828379367136,0.827591287929
2010-08-26,0.0857012918458,0.0827276809527,0.097944333538,0.0945459210888,0.674817999336,0.674767133201,0.674117849028,0.674056641302,0.638895560732,0.638459380033,0.637943602472,0.637493960574
2010-08-27,0.0847824553318,0.0817744903689,0.0968942346649,0.0934565604216,1.71696921543,1.71551908185,1.70249079338,1.70107649687,1.60561212767,1.60373817533,1.5919926974,1.59012903197
2010-08-30,0.0838856099562,0.0808433131024,0.0958692685213,0.0923923578313,1.13633540383,1.13633838139,1.11633884124,1.11634292268,1.06298043364,1.06269867625,1.04427072342,1.04399430714
2010-08-31,0.0830100050199,0.079933398686,0.0948685771656,0.0913524556411,0.7961910851,0.795245326591,0.793977201587,0.793039693705,0.815231282236,0.813902930837,0.810464091933,0.809142203498
2010-09-01,0.0821549235533,0.0790440303815,0.0938913412037,0.0903360347217,1.35272576991,1.35291308365,1.33021696209,1.33039433391,1.28636499222,1.2860493603,1.26462836866,1.26429663431
2010-09-02,0.0813196804418,0.0781745233054,0.0929367776478,0.089342312349,0.710765412601,0.710319294583,0.711275184336,0.710830361604,0.698049529298,0.697293566714,0.696984083426,0.696221894289
2010-09-03,0.0805036206764,0.0773242226789,0.0920041379159,0.0883705402045,0.965584631308,0.96526459807,0.950584425863,0.950268713512,0.979884360474,0.978884608342,0.963036574134,0.962051903742
2010-09-07,0.0797061177169,0.0764925021918,0.0910927059622,0.0874200025049,1.22776273549,1.22705931553,1.21697102134,1.21626964119,1.14859631318,1.14749691198,1.1384574254,1.13736027942
2010-09-08,0.0789265719618,0.0756787624716,0.0902017965277,0.0864900142532,0.609670202269,0.60965720688,0.599381754696,0.599366722175,0.587662972867,0.587290836402,0.577294959686,0.576923417185
2010-09-09,0.0781644093151,0.074882429651,0.0893307535029,0.0855799196011,1.01055562172,1.00980835987,0.999712595956,0.998981482223,0.945445458675,0.944284231166,0.935241662828,0.934094629459
2010-09-10,0.0774190798442,0.0741029540254,0.0884789483934,0.0846890903147,0.6159325165,0.615152129788,0.611304592784,0.610532303448,0.576117364879,0.575261444635,0.571771259228,0.570920646295
2010-09-13,0.0766900565215,0.0733398087944,0.0876457788817,0.0838169243365,0.879333902152,0.879700548084,0.859602775884,0.859946921131,0.850387384448,0.850297356791,0.830630727428,0.830532062398
2010-09-14,0.0759768340433,0.0725924888813,0.0868306674781,0.0829628444358,0.668236598161,0.668356380037,0.654299117988,0.654404969701,0.699870169171,0.699399113951,0.683163131055,0.682696762216
2010-09-15,0.0752789277221,0.0718605098245,0.0860330602538,0.0821262969423,0.842522282699,0.842360567994,0.844745447926,0.844573907163,0.790633299155,0.789752122448,0.792372867236,0.791469643614
2010-09-16,0.0745958724449,0.0711434067365,0.0852524256513,0.081306750556,0.634498054826,0.634057558994,0.636940933019,0.636491731773,0.592984346367,0.592087692862,0.595210693327,0.594300079334
2010-09-17,0.0739272216949,0.0704407333252,0.0844882533656,0.0805036952288,0.314866427216,0.314684993002,0.309890852792,0.309706059235,0.417706025933,0.417273749731,0.406138483135,0.405714535637
2010-09-20,0.0732725466308,0.0697520609733,0.0837400532923,0.0797166411123,0.743423283804,0.744258060383,0.726153876147,0.72695585971,0.718352372115,0.7185555005,0.700840935837,0.701030021298
2010-09-21,0.0726314352202,0.0690769778719,0.0830073545373,0.0789451175679,1.12706812535,1.1261927815,1.11865536435,1.11779157994,1.05503097724,1.05361785762,1.04705326798,1.04567092026
2010-09-22,0.072003491424,0.0684150882046,0.0822897044846,0.0781886722338,0.920572119085,0.920834616343,0.906699118935,0.906910025768,0.860626628641,0.860299488407,0.847671839623,0.847328063286
2010-09-23,0.0713883344274,0.0677660113784,0.0815866679171,0.0774468701468,0.365733559514,0.365700467254,0.367644950788,0.367564102704,0.350104207234,0.350438970004,0.351332774859,0.351646985642
2010-09-24,0.070785597915,0.0671293812992,0.0808978261886,0.0767192929134,1.03614438744,1.03770445459,1.01299265136,1.01449431199,0.967172998505,0.967685280149,0.945571562222,0.946054563402
2010-09-27,0.0701949293868,0.0665048456876,0.0802227764421,0.0760055379287,0.978324535761,0.978387300916,0.963164461788,0.963209018758,0.936627225806,0.935926395596,0.92072369954,0.920023781303
2010-09-28,0.0696159895128,0.0658920654331,0.0795611308718,0.0753052176379,0.53932135138,0.539259845301,0.534454499121,0.534367708897,0.677801559647,0.677839123082,0.660272471294,0.660297604011
2010-09-29,0.0690484515232,0.0652907139852,0.0789125160265,0.0746179588403,0.707844942705,0.707719842474,0.693107730254,0.69295519121,0.669574155247,0.668862312607,0.655304043294,0.654602791628
2010-09-30,0.0684920006324,0.0647004767765,0.0782765721513,0.0739434020303,0.950618557586,0.950790243711,0.925359845474,0.925448687709,0.889676814926,0.889288927164,0.866135374855,0.865745937919
2010-10-01,0.0679463334943,0.0641210506782,0.0776529525649,0.0732812007751,0.719880136477,0.719965570031,0.708200925404,0.708283719802,0.684037763326,0.683563867957,0.672259289518,0.67178918797
2010-10-04,0.0674111576869,0.0635521434853,0.0770413230708,0.0726310211261,0.698131670101,0.697844912799,0.698552109728,0.698228410831,0.654414333407,0.654586314707,0.65482645639,0.654979077596
2010-10-05,0.066886191225,0.0629934734283,0.0764413613999,0.0719925410609,1.16482732075,1.16581430787,1.13788202672,1.13880705482,1.09221765209,1.09256516867,1.06677737825,1.06708993824
2010-10-06,0.0663711620978,0.0624447687117,0.0758527566832,0.0713654499563,0.8970080635,0.89690484393,0.886051938993,0.885949230243,0.838036120568,0.837358003748,0.827801165986,0.827139374173
2010-10-07,0.0658658078323,0.0619057670768,0.0752752089512,0.0707494480878,0.892001825692,0.892234774723,0.889229226548,0.889484367382,0.863155146258,0.862774286158,0.857566707001,0.85718390889
2010-10-08,0.065369875078,0.0613762153867,0.0747084286606,0.0701442461562,1.73296517027,1.73136937776,1.69486261713,1.69331612872,1.69065821361,1.68877569586,1.6492385122,1.64739057957
2010-10-12,0.064883119214,0.0608558692331,0.0741521362446,0.0695495648378,0.641389773598,0.641393084885,0.633930789547,0.633962328803,0.650786203787,0.650551239562,0.639669260362,0.639420257142
2010-10-13,0.064405303976,0.0603444925637,0.0736060616869,0.0689651343585,0.68356867443,0.684067510147,0.680331702562,0.680811906939,0.653705467585,0.65390252521,0.649470033739,0.649635016997
2010-10-14,0.0639362011021,0.0598418573277,0.0730699441167,0.0683906940888,0.813490831026,0.813258975333,0.795854034248,0.795650527467,0.766731466565,0.766489957813,0.749784066367,0.749527939702
2010-10-15,0.0634755899968,0.0593477431399,0.0725435314249,0.0678259921599,1.04758850371,1.04804303261,1.05650954352,1.05699781593,1.02101832504,1.02046362715,1.02551366962,1.02495161525
2010-10-18,0.0630232574114,0.0588619369609,0.0720265798988,0.0672707850982,1.0483975509,1.04791477414,1.03082838384,1.03037818475,0.987065170372,0.986469321306,0.970040175397,0.969436581972
2010-10-19,0.0625789971406,0.0583842327941,0.071518853875,0.066724837479,1.38001741722,1.37995584276,1.34148424701,1.34141509649,1.325567051,1.32574526447,1.28721644088,1.28735713644
2010-10-20,0.0621426097339,0.0579144313967,0.0710201254102,0.0661879215962,1.04400294611,1.04398417791,1.03228133404,1.03224944672,1.11155338301,1.11110709777,1.08999484966,1.08951916081
2010-10-21,0.0617139022209,0.0574523400051,0.0705301739668,0.0656598171486,0.956686461155,0.956285557292,0.946457386787,0.946087166488,0.917760101706,0.917156144673,0.906179198935,0.905574580149
2010-10-22,0.0612926878502,0.0569977720739,0.0700487861145,0.0651403109416,1.01790809444,1.0172425766,1.000723196,1.00011383548,0.953871129668,0.953309650362,0.937530850047,0.936961605559
2010-10-25,0.0608787858406,0.0565505470271,0.0695757552464,0.0646291966024,0.697379764158,0.697274314365,0.682252603546,0.682168965733,0.726809208665,0.726717139497,0.707109405987,0.707004513519
2010-10-26,0.0604720211442,0.0561104900211,0.0691108813076,0.0641262743099,1.06041380006,1.05999949108,1.03579183262,1.03538769082,0.994732033848,0.993986293506,0.971430081584,0.970698495427
2010-10-27,0.0600722242208,0.0556774317191,0.0686539705381,0.0636313505361,0.941314767973,0.941541596569,0.927074149698,0.927309211317,0.900224746106,0.899982138196,0.885037432757,0.884793107527
2010-10-28,0.0596792308229,0.0552512080759,0.0682048352262,0.063144237801,0.903923853982,0.904138701387,0.893805111766,0.894019366289,0.907347654519,0.907428782233,0.892235217278,0.892307822786
2010-10-29,0.0592928817903,0.054831660133,0.0677632934746,0.0626647544377,0.62792259468,0.627937578714,0.615304313315,0.615322214701,0.590013179467,0.58962887041,0.577885316345,0.577504862661
2010-11-01,0.0589130228545,0.0544186338227,0.0673291689766,0.0621927243688,0.449344470298,0.449282501958,0.442583154625,0.442544969195,0.742379407939,0.741974413069,0.709393435712,0.708997595102
2010-11-02,0.0585395044525,0.0540119797817,0.0669022908029,0.0617279768934,0.906061950752,0.906517348233,0.898829493963,0.89925552993,0.85710818066,0.857414193295,0.849321698203,0.84957307786
2010-11-03,0.0581721815481,0.0536115531726,0.0664824931979,0.061270346483,1.631841804,1.63256169254,1.65669793655,1.65743625052,1.52434153533,1.5240092556,1.54750772225,1.54716949289
2010-11-04,0.0578109134619,0.0532172135142,0.066069615385,0.0608196725876,2.02730060476,2.02925776244,1.99339927269,1.99539672861,2.03516667307,2.0357432293,1.98919893293,1.98967901008
2010-11-05,0.0574555637088,0.0528288245182,0.0656635013815,0.0603757994494,1.15672069995,1.156983595,1.16247749086,1.16278661575,1.21873096228,1.21810045448,1.20861261477,1.20796608785
2010-11-08,0.0571059998428,0.0524462539349,0.0652639998203,0.0599385759257,0.811485985413,0.811455011166,0.811310430028,0.811338703648,0.764411311647,0.764093316605,0.763519818918,0.763174952352
2010-11-09,0.0567620933083,0.0520693734039,0.0648709637809,0.0595078553188,1.32016213139,1.32067714994,1.30292911271,1.30347149005,1.29613560692,1.29570468466,1.27530425717,1.27486710098
2010-11-10,0.0564237192983,0.0516980583125,0.0644842506266,0.0590834952143,1.58684455287,1.58536985091,1.5240010796,1.52263475455,1.4957578887,1.49505268844,1.4362501324,1.43546289791
2010-11-12,0.0560907566187,0.0513321876599,0.06410372185,0.0586653573256,2.0604251526,2.05987252329,2.07753213986,2.07694790675,1.9271219274,1.92294770306,1.94220560153,1.93791891876
2010-11-15,0.0557630875584,0.0509716439272,0.0637292429238,0.0582533073454,1.31251435166,1.31174107988,1.31613390632,1.31537974514,1.2608200247,1.26022176819,1.26137643676,1.26078620392
2010-11-16,0.0554405977644,0.0506163129532,0.0633606831593,0.0578472148037,1.51456630886,1.51528479763,1.49641311798,1.49706891151,1.41648689424,1.41639862358,1.39927872227,1.39908427176
2010-11-17,0.0551231761237,0.0502660838151,0.0629979155699,0.0574469529316,0.980574277861,0.97987228928,0.99897767674,0.998237347351,0.93004218057,0.929186047961,0.94581458121,0.944904953068
